id,fullName,firstName,headline,company,jobTitle,location,profileUrl,email,bio,website,followers,customNotes,linkedinMessage,emailMessage,draftStatus,lastDraftedAt,source,businessCategory,rating,reviewCount,priceRange,phone,address,priorityScore,priorityLevel,websiteStatus,reviewSummary,outreachAngle,whatsappMessage,analysisStatus,lastAnalyzedAt,leadStatus,lastContactedAt,followUpDate,dealValue
ae6e1d07-dce2-4e3e-b819-5baaaf47c746,,,,Arya Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Arya%20Dental%20Clinic&query_place_id=ChIJh1NvGcOw5zsRB7cCMiRSfOY,,,http://business.google.com/website/arya-dental-clinic,,,,,idle,,maps,Dental clinic,5,16,,+91 99205 14336,"Shop no. 14, Shri, Adinath Tower, ST Bus Depot, opposite Nancy Colony",,,,,,,idle,,new,,,
a4369485-fc84-4fb9-a563-7bde41e5329a,,,,Pearle Smylz Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Pearle%20Smylz%20Dental%20Clinic&query_place_id=ChIJHW_-ztG25zsRB-as6c2-3qc,,,http://pearlesmylzdentalclinic.com/,,,,,idle,,maps,Dental clinic,4.9,85,,+91 98205 40235,"Shop no 18, Veena Geet Sangeet, near New India Bank",,,,,,,idle,,new,,,
ba88f636-b657-4c49-a0d3-cc9a31861a93,,,,Mahajan dental clinic Dr. Sujit Mahajan,,Mumbai,https://www.google.com/maps/search/?api=1&query=Mahajan%20dental%20clinic%20Dr.%20Sujit%20Mahajan&query_place_id=ChIJN7wnV8Ww5zsRGbSvtPN917E,,,,,,,,idle,,maps,Dental clinic,4.8,21,,+91 98236 72077,"Shop no 8, Mahajan Dental Clinic, Lavender Shopping Centre, Gorai Rd",,,,,,,idle,,new,,,
9eea7dc0-d7bb-4115-bb9f-09aa0b97959a,,,,Divine Dental Care,,Mumbai,https://www.google.com/maps/search/?api=1&query=Divine%20Dental%20Care&query_place_id=ChIJH8cDfNew5zsRYA1vQYnS9AA,,,,,,,,idle,,maps,Dental clinic,5,48,,+91 88507 52634,"patel shopping centre, 31B, Chandavarkar Rd, near raj mahal hotel",,,,,,,idle,,new,,,
44752277-b5c7-434b-b34b-4d765564a1bb,,,,Charmi's Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Charmi's%20Dental%20Clinic&query_place_id=ChIJSVaOnou35zsRLcHyhByCBMI,,,,,,,,idle,,maps,Dental clinic,4.9,108,,+91 96192 94698,"Shop no. 7, Dattadham Building, Datta Mandir Rd",,,,,,,idle,,new,,,
56d6d31c-d499-424f-a782-093fee3c88b7,,,,Dr Kadam dental care center Dahisar west,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr%20Kadam%20dental%20care%20center%20Dahisar%20west&query_place_id=ChIJyZMqBQ-x5zsR5Rj_Jpri3zA,,,,,,,,idle,,maps,Dental clinic,4,4,,,"Shop no 6, Mantri towers, Lokmanya Tilak Rd, opp. Vittal mandir",,,,,,,idle,,new,,,
86a7f962-72d4-4212-8644-aca0da60d854,,,,SMILE 360 DENTAL CLINIC,,Mumbai,https://www.google.com/maps/search/?api=1&query=SMILE%20360%20DENTAL%20CLINIC&query_place_id=ChIJPQvOJzC35zsRZVsI-20jhEM,,,https://www.apollo247.com/doctors/smile-360-dental-clinic-67fdebcc-7cf6-49f9-9d9d-13d510789b86?utm_source=gmb_docverse&utm_medium=clinics&utm_campaign=doctors,,,,,idle,,maps,Dental clinic,4.9,68,,+91 85913 92143,"shop no 119, EMP 47, Halley towers",,,,,,,idle,,new,,,
c6b8975e-e367-4184-8dd7-fbf232e9fea0,,,,Aastha Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Aastha%20Dental%20Clinic&query_place_id=ChIJT-Snl9i25zsR5tXRpZxPHFo,,,,,,,,idle,,maps,Dental clinic,5,1,,+91 22 2808 2611,"6V32+W7F, Vyas Shopping Center, Bajaj Cross Road, Bajaj Rd",,,,,,,idle,,new,,,
d3d3e23b-b187-481b-b3c9-635c87dc7170,,,,Dr Bapat's Comprehensive Dental Care Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr%20Bapat's%20Comprehensive%20Dental%20Care%20Clinic&query_place_id=ChIJzRe-0Te35zsRfiDOQ4xQOXg,,,,,,,,idle,,maps,Dental clinic,4.6,54,,+91 22 4968 9726,"Shop No-1 & 2, EMP-61, Evershine Sun CHSL",,,,,,,idle,,new,,,
5fd8650c-7870-42b6-a542-7e1d93a69aab,,,,Dr. Lotlikar's Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.%20Lotlikar's%20Dental%20Clinic&query_place_id=ChIJK7uZWTi35zsRnZejvppg_aI,,,,,,,,idle,,maps,Dental clinic,5,275,,+91 83693 22651,"Shop Number 18, Krishna Building, VASANT SAGAR, next to Induslnd Bank",,,,,,,idle,,new,,,
790e8a5f-cd41-4c38-892c-791722b48b48,,,,Dr Bangera Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr%20Bangera%20Dental%20Clinic&query_place_id=ChIJ1aVLlC6x5zsRflmRm-lEsn8,,,,,,,,idle,,maps,Dental clinic,5,15,,+91 22 2899 2314,"2, Jala Krupa CHSL, Vazira Naka, Ram, Ram Mandir Rd",,,,,,,idle,,new,,,
55960f4b-609f-431f-b634-6092ce395d76,,,,ADARSH DENTAL CLINIC (Dr Anjali Gupta),,Mumbai,https://www.google.com/maps/search/?api=1&query=ADARSH%20DENTAL%20CLINIC%20(Dr%20Anjali%20Gupta)&query_place_id=ChIJM4moow2x5zsRbOS3F9JvgPo,,,,,,,,idle,,maps,Dental clinic,4.8,55,,+91 89289 59501,"6VJ5+6FR, Cater, Rd Number 7, near Hotel Honest",,,,,,,idle,,new,,,
15bc05f5-f064-4e35-9dcc-e35c1f58f36b,,,,Dr Bhavati's 32 Gems Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr%20Bhavati's%2032%20Gems%20Dental%20Clinic&query_place_id=ChIJyyX7_wC35zsR3uxFerrVkOI,,,,,,,,idle,,maps,Dental clinic,5,277,,+91 99696 54033,"Shop Number 3, Wilmer Apartment",,,,,,,idle,,new,,,
63acb514-778a-4c0f-a43f-202194db5558,,,,Smile and Health Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Smile%20and%20Health%20Dental%20Clinic&query_place_id=ChIJOZrbf9Ow5zsRGrmJPPDCCkQ,,,,,,,,idle,,maps,Dental clinic,5,57,,+91 93218 09412,"4, Indira Apartments, Dattapada Rd",,,,,,,idle,,new,,,
0d12b522-1dee-43e2-9b02-4523e0e99572,,,,Garg Dental Clinic Premiere,,Mumbai,https://www.google.com/maps/search/?api=1&query=Garg%20Dental%20Clinic%20Premiere&query_place_id=ChIJ1w7YVRyx5zsRAgrdgJpiW3I,,,http://www.bracesinmumbai.com/,,,,,idle,,maps,Dental clinic,4.9,110,,+91 96991 42967,"Shop no.28, New Link Rd, next to Sai Car Care",,,,,,,idle,,new,,,
62d255f1-c0a0-45c8-adc5-19e61314584d,,,,Dr. Shashank S. Yadav,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.%20Shashank%20S.%20Yadav&query_place_id=ChIJlYxbKIex5zsRr_1sEIIwkrI,,,http://drshashankyadav.com/,,,,,idle,,maps,Dental clinic,4.8,180,,+91 81040 94745,"Shop No. 7, Geetanjali Tower, SV Rd, opp. Santoshi Mata Mandir",,,,,,,idle,,new,,,
fcb2b5c0-4230-48b3-b186-5149283f4a6b,,,,Aashna Dental Care. Advanced Root canal & Implant Centre.,,Mumbai,https://www.google.com/maps/search/?api=1&query=Aashna%20Dental%20Care.%20Advanced%20Root%20canal%20%26%20Implant%20Centre.&query_place_id=ChIJ2y9s_MGw5zsRwP25sUODak8,,,,,,,,idle,,maps,Dental clinic,5,14,,+91 73033 38073,"Second Last, Vraj Darshan Building, Bus Stop, Shop No.4, B-Wing Near Azam Dairy & 298, Shiv Vallabh Rd",,,,,,,idle,,new,,,
565e06cb-17e5-4bca-a445-c4586118a2f9,,,,"Tanartwork Studio (NATA,CET,CREATIVE ARTS,ELEMENTARY INTERMEDIATE, INTERIOR DESIGN, DIGITAL ART, SOFTWARE ETC)",,Mumbai,https://www.google.com/maps/search/?api=1&query=Tanartwork%20Studio%20(NATA%2CCET%2CCREATIVE%20ARTS%2CELEMENTARY%20INTERMEDIATE%2C%20INTERIOR%20DESIGN%2C%20DIGITAL%20ART%2C%20SOFTWARE%20ETC)&query_place_id=ChIJ-0Y0Fu6x5zsR5zDJyJyRjeI,,,,,,,,idle,,maps,Painting lessons,5,55,,+91 83697 63164,"Room No 1, Borge Road, Thakur Pakhadi Marg",,,,,,,idle,,new,,,
6993a103-7438-4001-9fa0-0bf56d55be5a,,,,Dreamhome interior designer and execution,,,https://www.google.com/maps/search/?api=1&query=Dreamhome%20interior%20designer%20and%20execution&query_place_id=ChIJhYgkYtaKbiURpwuRlqVbX30,,,https://www.youtube.com/redirect?event=channel_description&redir_token=QUFFLUhqbmlVUmVVX1hHa2c1UmltMEoyaHBiNUNzRC1wUXxBQ3Jtc0trUWprUkhodFpva3lZaklXZWtsYUFYTzlVdHRBWTRLRkRxSDlGSUtOMzQzTHZUWFFFRVFfOWFBVEZfNGhnQUl5a0ZGbnp4Q1ZIYk5oWXd0OUdZc3I2UEhjVWg4VUlwQWluUTBUSXBOcHRJYVVFNUxMOA&q=https://www.instagram.com/dreamhome_interior_designer?igsh=MXIzYTMwNWl0aDRicw==,,,,,idle,,maps,Interior designer,,,,,,,,,,,,idle,,new,,,
de0ea3a3-8d52-4c83-ad8d-051a51407f61,,,,Modular Concepts - | Modular Furnishing in Borivali west| Modular kitchen | Interior Designer |,,Mumbai,https://www.google.com/maps/search/?api=1&query=Modular%20Concepts%20-%20%7C%20Modular%20Furnishing%20in%20Borivali%20west%7C%20Modular%20kitchen%20%7C%20Interior%20Designer%20%7C&query_place_id=ChIJJRnCin-35zsR2kpwyR5x1SI,,,,,,,,idle,,maps,Interior designer,5,10,,+91 99208 76494,"Shop no 2, Omkara Unchai, laxman Bhandari marg",,,,,,,idle,,new,,,
010e5388-1db3-4225-84ed-422427c00116,,,,Arif Khan P O P FALSE CEILING INTERIOR DESIGN,,Mumbai,https://www.google.com/maps/search/?api=1&query=Arif%20Khan%20P%20O%20P%20FALSE%20CEILING%20INTERIOR%20DESIGN&query_place_id=ChIJqUcSNwCx5zsRKxF6_MLWcFo,,,,,,,,idle,,maps,Interior designer,,,,,"6RWX+6H6, IC Colony Rd",,,,,,,idle,,new,,,
90ba554d-fe93-4a49-86e0-f31469fcf08c,,,,Createeth Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Createeth%20Dental%20Clinic&query_place_id=ChIJ7R88bYOx5zsR-gVv-H5IhY8,,,https://www.createethdentalclinic.com/,,,,,idle,,maps,Dental clinic,5,71,,+91 87796 30924,"Shop no 7/8, Avirahi Classique, Hanuman Tekdi Rd, next to Sheth Midori",,,,,,,idle,,new,,,
90b92fd2-735b-4951-9046-f11d044da1b2,,,,All Smilez Dental Care | Best Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=All%20Smilez%20Dental%20Care%20%7C%20Best%20Dental%20Clinic&query_place_id=ChIJD-Rzfiq35zsR250VeJNbQxo,,,http://www.allsmilezdentalclinic.com/,,,,,idle,,maps,Dental clinic,5,211,,+91 80974 19563,"Gurukrupa Society, 102, New Link Rd, opp. Suyog soc",,,,,,,idle,,new,,,
5e7b7965-0ab8-4cb1-9f21-94a59f8ae8f8,,,,Shri Samarth Modular Kitchen & Interior Designer,,Mumbai,https://www.google.com/maps/search/?api=1&query=Shri%20Samarth%20Modular%20Kitchen%20%26%20Interior%20Designer&query_place_id=ChIJUe9PcQ635zsR2TEk2OZYNPo,,,,,,,,idle,,maps,Modular home builder,5,9,,+91 99751 44280,"Shop No-1D, Login CHS, New Link Rd, opposite Orchid suburbia",,,,,,,idle,,new,,,
819983b4-8d0b-45af-ab63-77d177464ab9,,,,DreamVastu - The Interior Design Studio,,,https://www.google.com/maps/search/?api=1&query=DreamVastu%20-%20The%20Interior%20Design%20Studio&query_place_id=ChIJia0eoBCfcqAR7ZqxzNaQ9NY,,,http://miniweb-site.in/idreamvastu,,,,,idle,,maps,Interior designer,,,,,,,,,,,,idle,,new,,,
74d1dbd4-6e04-4e4e-862b-f4fa8563438e,,,,Empire Advance Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Empire%20Advance%20Dental%20Clinic&query_place_id=ChIJ5zbGhkmx5zsRZQe0A9Ay8sM,,,,,,,,idle,,maps,Dental clinic,5,42,,+91 86573 60261,"Shop No. 11, Tulip CHS Ltd., CKP colony, Eksar Rd",,,,,,,idle,,new,,,
22b0cfad-5f09-4f64-8370-50a5211e044d,,,,Agarwal Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Agarwal%20Dental%20Clinic&query_place_id=ChIJTQCn40a35zsR2_gUCeAU0sU,,,,,,,,idle,,maps,Dental clinic,5,27,,+91 88987 65416,"Shop No 8, NG Suncity Phase 2",,,,,,,idle,,new,,,
fd76a979-880e-45c7-a8b7-66916b140977,,,,Polaris Creations | Mumbai | Interior Design | Residential & Commercial Interiors,,,https://www.google.com/maps/search/?api=1&query=Polaris%20Creations%20%7C%20Mumbai%20%7C%20Interior%20Design%20%7C%20Residential%20%26%20Commercial%20Interiors&query_place_id=ChIJM533TurP5zsRWDNjRNtZVpE,,,https://www.instagram.com/polarisworks/,,,,,idle,,maps,Interior designer,5,2,,+91 92235 04679,,,,,,,,idle,,new,,,
5654b71f-4d73-4c51-99b1-ac24fa725025,,,,Healthy Smiles Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Healthy%20Smiles%20Dental%20Clinic&query_place_id=ChIJhyaHjgWx5zsR6aqwlXMdyLw,,,https://healthysmilesdental.in/,,,,,idle,,maps,Dental clinic,5,126,,+91 96195 00588,"Shop No. B-13/B1, Acharya Ashram CHS Ltd, Furniture galli, PM Kulkarni Rd, near Don Bosco school",,,,,,,idle,,new,,,
126d4140-5d26-4527-8f87-9b5b5bcb26e1,,,,Dr. Prerna's Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.%20Prerna's%20Dental%20Clinic&query_place_id=ChIJWcv001-x5zsRuZLr_WONeGY,,,,,,,,idle,,maps,Dental clinic,4.9,57,,+91 89761 96942,"Shop no.: 2, Shanti Vihar Compund, Laxman Mhatre Rd",,,,,,,idle,,new,,,
e3fa0d50-41bc-4f0c-bf6a-9b3e6fbed63e,,,,Dr.Sheetal R.Gore Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.Sheetal%20R.Gore%20Dental%20Clinic&query_place_id=ChIJ-RLDbcWw5zsR2D6u1py42Ws,,,http://naturalsmilesdentalclinic.com/,,,,,idle,,maps,Dental clinic,4.8,106,,+91 77158 60271,"Shop No.21, Bhima chs, Shantivan, next to City Co-Operative Limited Shantivan",,,,,,,idle,,new,,,
e6feec27-c65a-42b0-b4ee-800fdb1e5158,,,,Dr. Apurva Jain Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.%20Apurva%20Jain%20Dental%20Clinic&query_place_id=ChIJsXZOMnix5zsRE08IX5847IU,,,https://drapurva-jain.my.canva.site/,,,,,idle,,maps,Dental clinic,5,52,,+91 98208 02742,"Shop no 6, Madhuban Heights, Shimpoli Cross Rd Number 1",,,,,,,idle,,new,,,
9d099b2b-2aa5-4844-961c-615f6131c925,,,,Dr. Maya's Dental Clinic,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.%20Maya's%20Dental%20Clinic&query_place_id=ChIJE3cVpDK35zsR6fJ2YDj6k3Q,,,https://drmayasdentalclinic.com/,,,,,idle,,maps,Dental clinic,5,117,,+91 77388 88177,"Country Park, B-002, Dattapada Rd, opp. Tata SSL",,,,,,,idle,,new,,,
1fc5deff-bbd1-4681-bcb3-8d24d46daefe,,,,Harshita Interior Decorators,,Mumbai,https://www.google.com/maps/search/?api=1&query=Harshita%20Interior%20Decorators&query_place_id=ChIJy8EFEDux5zsRpNZdCq_vmWE,,,,,,,,idle,,maps,Interior Decorator,5,7,,+91 98195 46516,"Shop no-01, Catherina Parera, Laxman Mhatre Rd, opp. Suyog CHS",,,,,,,idle,,new,,,
13d59d7f-3211-4567-97c9-ab17b032f8b8,,,,Dentify Multi-Speciality Dental Clinic and Implant Center,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dentify%20Multi-Speciality%20Dental%20Clinic%20and%20Implant%20Center&query_place_id=ChIJmxEzoi6x5zsRP5Ts8AHfAlg,,,http://dentifydental.in/,,,,,idle,,maps,Dental clinic,5,195,,+91 73046 13157,"Shop No. 4, Gobind Chhaya CHS, building No. 7, next to Prem Nagar Road",,,,,,,idle,,new,,,
4d04b078-f5aa-48b1-9854-629767decbcb,,,,Naik Interior Designer and Civil Contractor,,Mumbai,https://www.google.com/maps/search/?api=1&query=Naik%20Interior%20Designer%20and%20Civil%20Contractor&query_place_id=ChIJF3jjPM2w5zsRnpgNkU-Xa90,,,,,,,,idle,,maps,Interior designer,4.8,54,,,Jeevandhara 13,,,,,,,idle,,new,,,
48d63977-5306-4ada-80d5-736e71673e21,,,,Studio Bespoke -Interior Design,,Mumbai,https://www.google.com/maps/search/?api=1&query=Studio%20Bespoke%20-Interior%20Design&query_place_id=ChIJcc_oUV2x5zsRjRTJbDyx7F4,,,,,,,,idle,,maps,Interior designer,5,4,,+91 99309 02710,"Navkar Atlantis, Road No. 3",,,,,,,idle,,new,,,
ec5fb06f-6cc7-4029-bb4a-4178eaef7bf6,,,,Shreem Interior Design,,Mumbai,https://www.google.com/maps/search/?api=1&query=Shreem%20Interior%20Design&query_place_id=ChIJWa-ioQGx5zsR0jDhTLmTar8,,,https://www.instagram.com/shreeminteriordesign/,,,,,idle,,maps,Interior designer,4.9,7,,+91 80807 63030,"1st floor, Commercial wing, palkhi aura building, F-9, Dattapada Rd",,,,,,,idle,,new,,,
71a86e7b-5d44-4934-af35-3c64578317b5,,,,AMP Architect and Interior Designer,,Mumbai,https://www.google.com/maps/search/?api=1&query=AMP%20Architect%20and%20Interior%20Designer&query_place_id=ChIJZ2u-tySx5zsRKOCQMyBD1A0,,,,,,,,idle,,maps,Architectural designer,5,30,,+91 77389 91769,"Keshavrao Vishwasrao Rd, near Dhavale BMC Hospital",,,,,,,idle,,new,,,
6f972580-9d82-4a15-abc3-2b87cf02ba16,,,,Rashi Clever Interior Designs By Sushil Mistry,,Mumbai,https://www.google.com/maps/search/?api=1&query=Rashi%20Clever%20Interior%20Designs%20By%20Sushil%20Mistry&query_place_id=ChIJQTwveCmx5zsRzcZVGVkfWjE,,,,,,,,idle,,maps,Interior architect office,5,4,,+91 98920 11792,"Ajmera Pristine, A/ 402, Eksar Rd, opp. Vipul Dry fruit lane",,,,,,,idle,,new,,,
adc3e8e3-de3d-4a6b-acd1-70b7caa479ae,,,,Dr. Thakur's Pediatric and Family Dental Care,,Mumbai,https://www.google.com/maps/search/?api=1&query=Dr.%20Thakur's%20Pediatric%20and%20Family%20Dental%20Care&query_place_id=ChIJfx2r-tGx5zsRyBDFGkCj-dQ,,,https://dr-thakurs-pediatric.grexa.site/,,,,,idle,,maps,Dental clinic,5,109,,+91 97692 12754,"Shop no. 6, Gaurav niketan CHS LTD, Holy Cross Rd, opposite VIBGYOR high school",,,,,,,idle,,new,,,
29573848-bfa5-410f-a512-9d8bbadb20b8,,,,MI CAD | Interior Designing Institute Malad/Borivali-Interior Design Courses Malad/Borivali,,Mumbai,https://www.google.com/maps/search/?api=1&query=MI%20CAD%20%7C%20Interior%20Designing%20Institute%20Malad%2FBorivali-Interior%20Design%20Courses%20Malad%2FBorivali&query_place_id=ChIJh0yXy5635zsRcnufip4eruc,,,https://micadinstitute.com/,,,,,idle,,maps,Design institute,4.9,29,,+91 89292 07303,"shop no-201, Balaji arcade, Swami Vivekanand Rd, opp. Jain mota Upasara, above ifb point",,,,,,,idle,,new,,,
ece3bd60-96a8-47ee-8962-544bc1bbb25b,,,,NIF Global Mumbai Borivali,,Mumbai,https://www.google.com/maps/search/?api=1&query=NIF%20Global%20Mumbai%20Borivali&query_place_id=ChIJ_cClNB6x5zsR5CVYLylghCw,,,https://www.nifborivali.com/?utm_source=gmb&utm_medium=organic,,,,,idle,,maps,Interior designer,4.6,187,,,"4th Floor, Gokul shopping center, outside platform 1",,,,,,,idle,,new,,,
d64e301e-6ebb-4889-826b-4c47d3131708,,,,Aura Interior Design Studio,,Mumbai,https://www.google.com/maps/search/?api=1&query=Aura%20Interior%20Design%20Studio&query_place_id=ChIJ8XCX2eK35zsRs71Nojn-Tb0,,,,,,,,idle,,maps,Interior designer,5,7,,+91 88987 65557,Jai Maharashtra Nagar Rd Number 1,,,,,,,idle,,new,,,
dbdebed6-73a2-4098-a16d-2b98f477393e,,,,/hc - By Himanshi Chovatia Interior Designing Studio,,Mumbai,https://www.google.com/maps/search/?api=1&query=%2Fhc%20-%20By%20Himanshi%20Chovatia%20Interior%20Designing%20Studio&query_place_id=ChIJawREpbe35zsRiAWw9j_xXZ0,,,,,,,,idle,,maps,Interior designer,,,,,"railway station, */hc Studio* Address- 110, Sona Shopping Center, opp. Kandivali",,,,,,,idle,,new,,,
